File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"min( C<T> const & x, typename C<T>::T const & y, typename C<T>::T const & z, typename C<T>::T const & w )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"min( C<T> const & x, C<T> const & y, C<T> const & z, C<T> const & w )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"max( T const & x, T const & y, T const & z)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"max( C<T> const & x, typename C<T>::T const & y, typename C<T>::T const & z )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"max( C<T> const & x, C<T> const & y, C<T> const & z )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"max( T const & x, T const & y, T const & z, T const & w )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"max( C<T> const & x, typename C<T>::T const & y, typename C<T>::T const & z, typename C<T>::T const & w )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\extented_min_max.inl,"max( C<T> const & x, C<T> const & y, C<T> const & z, C<T> const & w )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,"fastPow(genType const & x, genType const & y)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,"fastPow(const T x, int y)",5,5,4,2,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,"fastPow( const detail::tvec2<T, P>& x, const detail::tvec2<int, P>& y)",4,4,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,"fastPow( const detail::tvec3<T, P>& x, const detail::tvec3<int, P>& y)",5,5,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,"fastPow( const detail::tvec4<T, P>& x, const detail::tvec4<int, P>& y)",6,6,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,fastExp(const T x),8,6,6,1,0,0,2,49,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,fastLog(genType const & x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,fastExp2(genType const & x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_exponential.inl,fastLog2(genType const & x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,fastSqrt( genType const & x ),4,3,3,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,fastInverseSqrt<float>(float const & x),7,7,4,2,0,1,0,9,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,fastInverseSqrt<double>(double const & x),7,7,4,2,0,1,0,9,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastInverseSqrt( vecType<T, P> const & x )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,fastLength( genType const & x ),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastLength( detail::tvec2<valType, P> const & x )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastLength( detail::tvec3<valType, P> const & x )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastLength( detail::tvec4<valType, P> const & x )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastDistance( genType const & x, genType const & y )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastDistance( detail::tvec2<valType, P> const & x, detail::tvec2<valType, P> const & y )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastDistance( detail::tvec3<valType, P> const & x, detail::tvec3<valType, P> const & y )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastDistance( detail::tvec4<valType, P> const & x, detail::tvec4<valType, P> const & y )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,fastNormalize( genType const & x ),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastNormalize( detail::tvec2<valType, P> const & x )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastNormalize( detail::tvec3<valType, P> const & x )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_square_root.inl,"fastNormalize( detail::tvec4<valType, P> const & x )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_trigonometry.inl,fastSin(T const & x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_trigonometry.inl,fastCos(T const & x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_trigonometry.inl,fastTan(T const & x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_trigonometry.inl,fastAsin(T const & x),2,2,2,1,0,1,0,24,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_trigonometry.inl,fastAcos(T const & x),2,2,2,1,0,1,0,3,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_trigonometry.inl,"fastAtan(T const & y, T const & x)",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\fast_trigonometry.inl,fastAtan(T const & x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\gradient_paint.inl,"radialGradient( detail::tvec2<T, P> const & Center, T const & Radius, detail::tvec2<T, P> const & Focal, detail::tvec2<T, P> const & Position )",10,9,9,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\gradient_paint.inl,"linearGradient( detail::tvec2<T, P> const & Point0, detail::tvec2<T, P> const & Point1, detail::tvec2<T, P> const & Position )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\handed_coordinate_space.inl,"rightHanded( detail::tvec3<T, P> const & tangent, detail::tvec3<T, P> const & binormal, detail::tvec3<T, P> const & normal )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\handed_coordinate_space.inl,"leftHanded( detail::tvec3<T, P> const & tangent, detail::tvec3<T, P> const & binormal, detail::tvec3<T, P> const & normal )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,"pow(int x, int y)",7,7,5,4,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,sqrt(int x),13,10,9,2,3,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,ones32(unsigned int x),11,7,7,1,0,0,4,22,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,"mod(int x, int y)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,factorial(genType const & x),6,6,5,2,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,"factorial( detail::tvec2<T, P> const & x)",4,4,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,"factorial( detail::tvec3<T, P> const & x)",5,5,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,"factorial( detail::tvec4<T, P> const & x)",6,6,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,"pow(uint x, uint y)",5,5,4,2,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,sqrt(uint x),13,10,9,2,3,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,"mod(uint x, uint y)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,nlz(unsigned int x),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\integer.inl,nlz(unsigned int x),26,21,21,1,4,12,1,91,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\intersect.inl,"intersectRayPlane( genType const & orig, genType const & dir, genType const & planeOrig, genType const & planeNormal, typename genType::value_type & intersectionDistance )",11,9,7,3,2,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\intersect.inl,"intersectRayTriangle( genType const & orig, genType const & dir, genType const & v0, genType const & v1, genType const & v2, genType & baryPosition )",31,23,18,11,8,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\intersect.inl,"intersectLineTriangle( genType const & orig, genType const & dir, genType const & vert0, genType const & vert1, genType const & vert2, genType & position )",29,19,16,7,10,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\intersect.inl,"intersectRaySphere( genType const & rayStarting, genType const & rayNormalizedDirection, genType const & sphereCenter, const typename genType::value_type sphereRadiusSquered, typename genType::value_type & intersectionDistance )",12,12,10,3,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\intersect.inl,"intersectRaySphere( genType const & rayStarting, genType const & rayNormalizedDirection, genType const & sphereCenter, const typename genType::value_type sphereRadius, genType & intersectionPosition, genType & intersectionNormal )",9,9,7,3,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\intersect.inl,"intersectLineSphere( genType const & point0, genType const & point1, genType const & sphereCenter, typename genType::value_type sphereRadius, genType & intersectionPoint1, genType & intersectionNormal1, genType & intersectionPoint2, genType & intersectionNormal2 )",18,18,15,4,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\int_10_10_10_2.inl,uint10_10_10_2_cast( glm::vec4 const & v ),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,order(row_major),1,1,1,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,order(a.order),1,1,1,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,locale_(a.getloc()),1,1,1,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"basic_state_saver<CTy,CTr>::~basic_state_saver()",6,6,6,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,bss_(a),2,2,2,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"basic_format_saver<CTy,CTr>::~basic_format_saver()",1,1,1,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,precision::precision(unsigned a),1,1,1,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,width::width(unsigned a),1,1,1,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,value(),4,4,4,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,order::order(order_type a),1,1,1,0,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"get_facet(std::basic_ios<CTy,CTr>& ios)",6,5,4,2,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"formatted(std::basic_ios<CTy,CTr>& ios)",4,3,3,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"unformatted(std::basic_ios<CTy,CTr>& ios)",4,3,3,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy, CTr>& os, precision const& a)",4,3,3,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy, CTr>& os, width const& a)",4,3,3,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy, CTr>& os, delimeter<CTy> const& a)",8,6,6,1,2,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy, CTr>& os, order const& a)",4,3,3,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tquat<T,P> const& a)",29,25,10,3,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tvec2<T,P> const& a)",27,23,10,3,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tvec3<T,P> const& a)",28,24,10,3,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tvec4<T,P> const& a)",29,25,10,3,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat2x2<T,P> const& a)",24,20,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat2x3<T,P> const& a)",25,21,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat2x4<T,P> const& a)",27,22,11,4,5,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat3x2<T,P> const& a)",24,20,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat3x3<T,P> const& a)",25,21,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat3x4<T,P> const& a)",26,22,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat4x2<T,P> const& a)",24,20,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat4x3<T,P> const& a)",25,21,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<(std::basic_ostream<CTy,CTr>& os, tmat4x4<T,P> const& a)",26,22,11,4,4,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\io.inl,"operator<<( std::basic_ostream<CTy,CTr> & os, std::pair<tmat4x4<T,P> const, tmat4x4<T,P> const> const& a)",34,29,17,4,5,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\log_base.inl,"log( genType const & x, genType const & base)",4,3,3,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_cross_product.inl,"matrixCross3( detail::tvec3<T, P> const & x )",9,9,9,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_cross_product.inl,"matrixCross4( detail::tvec3<T, P> const & x )",9,9,9,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_interpolation.inl,"axisAngle( detail::tmat4x4<T, P> const & mat, detail::tvec3<T, P> & axis, T & angle )",66,65,51,7,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_interpolation.inl,"axisAngleMatrix( detail::tvec3<T, P> const & axis, T const angle )",12,11,6,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_interpolation.inl,"extractMatrixRotation( detail::tmat4x4<T, P> const & mat )",7,7,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_interpolation.inl,"interpolate( detail::tmat4x4<T, P> const & m1, detail::tmat4x4<T, P> const & m2, T const delta )",11,11,11,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"rowMajor2( detail::tvec2<T, P> const & v1, detail::tvec2<T, P> const & v2 )",7,7,7,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"rowMajor2( const detail::tmat2x2<T, P>& m)",7,7,7,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"rowMajor3( const detail::tvec3<T, P>& v1, const detail::tvec3<T, P>& v2, const detail::tvec3<T, P>& v3)",12,12,12,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"rowMajor3( const detail::tmat3x3<T, P>& m)",12,12,12,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"rowMajor4( const detail::tvec4<T, P>& v1, const detail::tvec4<T, P>& v2, const detail::tvec4<T, P>& v3, const detail::tvec4<T, P>& v4)",19,19,19,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"rowMajor4( const detail::tmat4x4<T, P>& m)",19,19,19,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"colMajor2( const detail::tvec2<T, P>& v1, const detail::tvec2<T, P>& v2)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"colMajor2( const detail::tmat2x2<T, P>& m)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"colMajor3( const detail::tvec3<T, P>& v1, const detail::tvec3<T, P>& v2, const detail::tvec3<T, P>& v3)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"colMajor3( const detail::tmat3x3<T, P>& m)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"colMajor4( const detail::tvec4<T, P>& v1, const detail::tvec4<T, P>& v2, const detail::tvec4<T, P>& v3, const detail::tvec4<T, P>& v4)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_major_storage.inl,"colMajor4( const detail::tmat4x4<T, P>& m)",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal2x2( detail::tvec2<T, P> const & v )",5,5,5,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal2x3( detail::tvec2<T, P> const & v )",5,5,5,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal2x4( detail::tvec2<T, P> const & v )",5,5,5,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal3x2( detail::tvec2<T, P> const & v )",5,5,5,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal3x3( detail::tvec3<T, P> const & v )",6,6,6,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal3x4( detail::tvec3<T, P> const & v )",6,6,6,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal4x4( detail::tvec4<T, P> const & v )",7,7,7,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal4x3( detail::tvec3<T, P> const & v )",6,6,6,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_operation.inl,"diagonal4x2( detail::tvec2<T, P> const & v )",5,5,5,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isNull(detail::tmat2x2<T, P> const & m, T const & epsilon)",5,5,4,2,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isNull(detail::tmat3x3<T, P> const & m, T const & epsilon)",5,5,4,2,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isNull(detail::tmat4x4<T, P> const & m, T const & epsilon)",5,5,4,2,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isIdentity(matType<T, P> const & m, T const & epsilon)",12,12,7,5,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isNormalized(detail::tmat2x2<T, P> const & m, T const & epsilon)",12,12,8,4,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isNormalized(detail::tmat3x3<T, P> const & m, T const & epsilon)",12,12,8,4,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isNormalized(detail::tmat4x4<T, P> const & m, T const & epsilon)",12,12,8,4,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_query.inl,"isOrthogonal(matType<T, P> const & m, T const & epsilon)",14,13,7,6,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_transform_2d.inl,"translate( detail::tmat3x3<T, P> const & m, detail::tvec2<T, P> const & v)",4,4,4,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_transform_2d.inl,"rotate( detail::tmat3x3<T, P> const & m, T const & angle)",14,13,10,1,1,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_transform_2d.inl,"scale( detail::tmat3x3<T, P> const & m, detail::tvec2<T, P> const & v)",6,6,6,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_transform_2d.inl,"shearX( detail::tmat3x3<T, P> const & m, T const & y)",4,4,4,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\matrix_transform_2d.inl,"shearY( detail::tmat3x3<T, P> const & m, T const & x)",4,4,4,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\mixed_product.inl,"mixedProduct( detail::tvec3<T, P> const & v1, detail::tvec3<T, P> const & v2, detail::tvec3<T, P> const & v3 )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\multiple.inl,"higherMultiple( genType const & Source, genType const & Multiple )",3,3,3,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\multiple.inl,"higherMultiple( float const & Source, float const & Multiple )",8,8,5,3,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\multiple.inl,"higherMultiple( double const & Source, double const & Multiple )",8,8,5,3,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\multiple.inl,"lowerMultiple( genType const & Source, genType const & Multiple )",8,8,5,3,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\multiple.inl,"lowerMultiple( float const & Source, float const & Multiple )",8,8,5,3,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\multiple.inl,"lowerMultiple( double const & Source, double const & Multiple )",8,8,5,3,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\norm.inl,length2( T const & x ),2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\norm.inl,"length2( detail::tvec2<T, P> const & x )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\norm.inl,"length2( detail::tvec3<T, P> const & x )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\norm.inl,"length2( detail::tvec4<T, P> const & x )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\norm.inl,"distance2( T const & p0, T const & p1 )",2,2,2,1,0,0,0,0,
E:\GAM200.git\DCEngine\Dependencies\include\GLM\gtx\norm.inl,"distance2( detail::tvec2<T, P> const & p0, detail::tvec2<T, P> const & p1 )",2,2,2,1,0,0,0,0,
